2.059799671173095703e+00,-1.449396291082241106e+00,2.076175991688863576e+00,-2.013901849786275733e+00,-8.670809904681604507e-01,1.816906571388244629e+00
2.074351787567138672e+00,-1.445964024668075609e+00,2.048488442097799123e+00,-1.971255441705221045e+00,-9.396126906024377945e-01,1.853916406631469727e+00
2.089143753051757812e+00,-1.440736846332885790e+00,2.020067516957418263e+00,-1.926113744775289405e+00,-1.010804955159322560e+00,1.891161441802978516e+00
2.052825927734375000e+00,-1.442044095402099657e+00,2.044473950062887013e+00,-1.892168661157125342e+00,-8.309491316424768570e-01,1.785828113555908203e+00
2.066404342651367188e+00,-1.437871844773628283e+00,2.019282166157857716e+00,-1.859882494012349952e+00,-9.010241667376917007e-01,1.831829547882080078e+00
2.080428600311279297e+00,-1.432069436912872362e+00,1.992917362843648732e+00,-1.824101587335103858e+00,-9.698694388019006851e-01,1.876772880554199219e+00
2.046477317810058594e+00,-1.431562871938087511e+00,2.010906044636861623e+00,-1.767349382440084327e+00,-7.975357214557092789e-01,1.750210762023925781e+00
2.059091091156005859e+00,-1.427141697411872912e+00,1.988719765339986623e+00,-1.746546407739156592e+00,-8.644011656390588882e-01,1.805464267730712891e+00
2.072323322296142578e+00,-1.421265454297401476e+00,1.965139691029683888e+00,-1.720351835290426123e+00,-9.304369131671350601e-01,1.858592033386230469e+00
2.139113664627075195e+00,-1.602520128289693702e+00,2.278848950062887013e+00,-2.430508752862447608e+00,-9.681289831744592789e-01,2.104550838470458984e+00
2.157090425491333008e+00,-1.605064531365865577e+00,2.244589630757467091e+00,-2.350057264367574561e+00,-1.043180290852681935e+00,2.111997604370117188e+00
2.175557374954223633e+00,-1.603860040704244483e+00,2.210135761891500294e+00,-2.273369451562398780e+00,-1.117158714924947560e+00,2.123392343521118164e+00
2.127669334411621094e+00,-1.606847902337545264e+00,2.256149117146627248e+00,-2.321182867089742530e+00,-9.196232000934045914e-01,2.089810609817504883e+00
2.145182609558105469e+00,-1.607152124444478858e+00,2.222433869038717091e+00,-2.248599668542379248e+00,-9.945429007159631851e-01,2.104053735733032227e+00
2.163175344467163086e+00,-1.604144712487691748e+00,2.188526455556051076e+00,-2.178805490533346045e+00,-1.068090263997213185e+00,2.121606111526489258e+00
2.116990566253662109e+00,-1.608377595941060889e+00,2.231970612202779591e+00,-2.209061285058492530e+00,-8.731706778155725601e-01,2.070088863372802734e+00
2.133908271789550781e+00,-1.606681963006490577e+00,2.199298206959859669e+00,-2.145524164239400733e+00,-9.473617712603967789e-01,2.091856479644775391e+00
2.151214599609375000e+00,-1.602291246453756202e+00,2.166536633168355763e+00,-2.083349367181295264e+00,-1.020148579274312794e+00,2.116009235382080078e+00
2.311849355697631836e+00,-1.653693338433736670e+00,2.422774616871969044e+00,-2.842469354669088233e+00,-1.194241825734273732e+00,2.400110006332397461e+00
2.330569744110107422e+00,-1.666713853875631202e+00,2.387471262608663380e+00,-2.730235715905660498e+00,-1.259823147450582326e+00,2.387354850769042969e+00
2.349358797073364258e+00,-1.674156805078023780e+00,2.351543490086690724e+00,-2.624203344384664405e+00,-1.324995342885152638e+00,2.379706859588623047e+00
2.293886184692382812e+00,-1.669426580468648780e+00,2.408434216176168263e+00,-2.749223371545308936e+00,-1.131085220967428029e+00,2.404141902923583984e+00
2.312834262847900391e+00,-1.680011888543599952e+00,2.372041765843526662e+00,-2.640411039391988623e+00,-1.198408905659810841e+00,2.395331382751464844e+00
2.331821441650390625e+00,-1.685080667535299170e+00,2.335346285496846974e+00,-2.537834306756490577e+00,-1.264840428029195607e+00,2.391561985015869141e+00
2.276516199111938477e+00,-1.682636877099508155e+00,2.393442932759420216e+00,-2.655078073541158545e+00,-1.069081131611959279e+00,2.404001474380493164e+00
2.295484066009521484e+00,-1.690705438653463233e+00,2.356369797383443654e+00,-2.550576826135152686e+00,-1.137598816548482716e+00,2.399309635162353516e+00
2.314575195312500000e+00,-1.693528314630025733e+00,2.319025818501607716e+00,-2.452185770074361670e+00,-1.205314938222066701e+00,2.399733781814575195e+00
2.590587139129638672e+00,-1.568552601882704067e+00,2.487802092229024709e+00,-3.191149850884908545e+00,-1.570238892232076466e+00,2.664589166641235352e+00
2.603574275970458984e+00,-1.593022485772603858e+00,2.457675997410909474e+00,-3.062375684777730811e+00,-1.614155594502584279e+00,2.647096395492553711e+00
2.616492033004760742e+00,-1.611836572686666358e+00,2.425916020070211232e+00,-2.937512537042135108e+00,-1.658373181019918263e+00,2.633441925048828125e+00
2.567550420761108398e+00,-1.594997068444722998e+00,2.480937544499532521e+00,-3.112183233300680030e+00,-1.493978325520650685e+00,2.686981916427612305e+00
