-4.975499510765075684e-01,-3.161104321479797363e-01,8.399537801742553711e-01
-5.080836415290832520e-01,-3.684587478637695312e-01,8.142116665840148926e-01
-5.203093290328979492e-01,-4.181030690670013428e-01,7.847172021865844727e-01
-4.386275410652160645e-01,-2.792416214942932129e-01,8.805284500122070312e-01
-4.531042873859405518e-01,-3.313730955123901367e-01,8.569767475128173828e-01
-4.696737527847290039e-01,-3.810907006263732910e-01,8.293832540512084961e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.940117657184600830e-01,-2.960047721862792969e-01,8.942817449569702148e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.398003101348876953e-01,-3.101427257061004639e-01,6.997640728950500488e-01
-6.430220603942871094e-01,-3.652541339397430420e-01,6.723002791404724121e-01
-6.474119424819946289e-01,-4.175066947937011719e-01,6.401891708374023438e-01
-5.924845337867736816e-01,-2.764824032783508301e-01,7.480680346488952637e-01
-5.999724268913269043e-01,-3.312204182147979736e-01,7.219318747520446777e-01
-6.089056730270385742e-01,-3.835852444171905518e-01,6.908962726593017578e-01
-5.400890111923217773e-01,-2.442268431186676025e-01,7.924302220344543457e-01
-5.520354509353637695e-01,-2.990692555904388428e-01,7.673689126968383789e-01
-5.652836561203002930e-01,-3.512860238552093506e-01,7.379680275917053223e-01
-7.408280968666076660e-01,-3.060367107391357422e-01,5.270032882690429688e-01
-7.368622422218322754e-01,-3.618123233318328857e-01,4.999372661113739014e-01
-7.326380014419555664e-01,-4.150984287261962891e-01,4.677753746509552002e-01
-7.065723538398742676e-01,-2.755628526210784912e-01,5.802326202392578125e-01
-7.071038484573364258e-01,-3.313341736793518066e-01,5.531448721885681152e-01
-7.076086401939392090e-01,-3.845683634281158447e-01,5.208162665367126465e-01
-6.670529246330261230e-01,-2.465608865022659302e-01,6.309486031532287598e-01
-6.720539927482604980e-01,-3.023641109466552734e-01,6.038099527359008789e-01
-6.773866415023803711e-01,-3.554111719131469727e-01,5.718494653701782227e-01
-7.937903404235839844e-01,-3.037953674793243408e-01,3.340337872505187988e-01
-7.829644083976745605e-01,-3.586239218711853027e-01,3.086162209510803223e-01
-7.706471085548400879e-01,-4.109047055244445801e-01,2.788408696651458740e-01
-7.735002040863037109e-01,-2.764854729175567627e-01,3.886293172836303711e-01
-7.669099569320678711e-01,-3.314656317234039307e-01,3.619959354400634766e-01
-7.591410875320434570e-01,-3.837834000587463379e-01,3.307089805603027344e-01
-7.479863762855529785e-01,-2.509211301803588867e-01,4.418630897998809814e-01
-7.457347512245178223e-01,-3.058563470840454102e-01,4.141756296157836914e-01
-7.425695657730102539e-01,-3.579594194889068604e-01,3.818052709102630615e-01
-7.949121594429016113e-01,-3.034791052341461182e-01,1.341329216957092285e-01
-7.777723670005798340e-01,-3.557828664779663086e-01,1.119302958250045776e-01
-7.584583163261413574e-01,-4.054114818572998047e-01,8.687779307365417480e-02
-7.884406447410583496e-01,-2.794004380702972412e-01,1.862080842256546021e-01
-7.750665545463562012e-01,-3.318021297454833984e-01,1.618024259805679321e-01
-7.596016526222229004e-01,-3.813561797142028809e-01,1.339729577302932739e-01
-7.770709395408630371e-01,-2.571270465850830078e-01,2.382030934095382690e-01
-7.677867412567138672e-01,-3.090446591377258301e-01,2.120407819747924805e-01
-7.562517523765563965e-01,-3.586809635162353516e-01,1.819541305303573608e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.627137422561645508e-01,-4.221225380897521973e-01,7.248140573501586914e-01
-5.785863399505615234e-01,-4.627535939216613770e-01,6.901286840438842773e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.021841526031494141e-01,-4.029601514339447021e-01,7.728319764137268066e-01
-5.216370224952697754e-01,-4.436453282833099365e-01,7.402535080909729004e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.372307956218719482e-01,-3.846506774425506592e-01,8.156058192253112793e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.673076748847961426e-01,-3.737777769565582275e-01,6.060712933540344238e-01
-6.728010773658752441e-01,-4.204836487770080566e-01,5.721983313560485840e-01
-6.791311502456665039e-01,-4.638026952743530273e-01,5.348365306854248047e-01
-6.163033246994018555e-01,-3.564728498458862305e-01,6.605115532875061035e-01
-6.255968809127807617e-01,-4.029696881771087646e-01,6.278625726699829102e-01
-6.359038949012756348e-01,-4.464335143566131592e-01,5.912373065948486328e-01
-5.604349970817565918e-01,-3.401134312152862549e-01,7.104723453521728516e-01
-5.734971761703491211e-01,-3.864796459674835205e-01,6.789939403533935547e-01
-5.878219008445739746e-01,-4.297598302364349365e-01,6.437659263610839844e-01
-7.433269023895263672e-01,-3.712978065013885498e-01,4.297804236412048340e-01
-7.399125099182128906e-01,-4.188102781772613525e-01,3.959794640541076660e-01
-7.362765669822692871e-01,-4.630517661571502686e-01,3.581159412860870361e-01
-7.069645524024963379e-01,-3.556971549987792969e-01,4.894727468490600586e-01
-7.075786590576171875e-01,-4.031396806240081787e-01,4.553391337394714355e-01
-7.081401348114013672e-01,-4.473396837711334229e-01,4.173589646816253662e-01
-6.653584837913513184e-01,-3.408742249011993408e-01,5.460591316223144531e-01
-6.698999404907226562e-01,-3.882627785205841064e-01,5.120320916175842285e-01
